Platform,Year_of_Release,Genre,Publisher,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count
PC,2005,Strategy,Take-Two Interactive,0.16,94,50,8.3,909
DS,2008,Strategy,Take-Two Interactive,0.44,80,26,7.7,21
PS3,2008,Strategy,Take-Two Interactive,0.78,85,39,7.7,87
X360,2008,Strategy,Take-Two Interactive,0.83,84,55,7.8,171
PC,2010,Strategy,Take-Two Interactive,1.68,90,70,7.9,2280
PC,2016,Strategy,Take-Two Interactive,0.25,88,81,7.3,684
PC,2014,Strategy,Take-Two Interactive,0.36,81,78,5.5,1027
GBA,2005,Role-Playing,Atari,0.05,68,34,8.2,6
PS,1999,Action,Konami Digital Entertainment,1.6,86,17,9.2,326
PS2,2001,Action,Konami Digital Entertainment,1.28,89,34,8.9,557
XB,2001,Action,Konami Digital Entertainment,0.28,84,23,8.3,39
PS2,2003,Action,Konami Digital Entertainment,0.71,85,41,8.8,315
PS2,2004,Action,Konami Digital Entertainment,0.51,76,54,7.8,191
XB,2004,Action,Konami Digital Entertainment,0.18,76,43,8.3,26
PS3,2012,Action,Konami Digital Entertainment,0.32,70,33,4.8,136
X360,2012,Action,Konami Digital Entertainment,0.19,69,17,5.6,98
PSV,2012,Action,Konami Digital Entertainment,0.2,58,57,5.1,102
PS3,2012,Action,Konami Digital Entertainment,0.46,64,41,6.9,262
X360,2012,Action,Konami Digital Entertainment,0.32,68,38,7.3,269
PSP,2007,Action,Konami Digital Entertainment,0.52,78,40,7.8,107
PS2,2008,Action,Konami Digital Entertainment,0.07,70,21,7.4,59
Wii,2009,Action,Konami Digital Entertainment,0.47,79,56,8,226
PS2,2010,Action,Konami Digital Entertainment,0.59,77,8,6.8,82
PSP,2010,Action,Konami Digital Entertainment,0.3,73,28,7.5,43
PC,2010,Simulation,Ubisoft,0.25,62,26,3.5,104
PC,2005,Simulation,Ubisoft,0.08,90,23,7.9,95
PC,2007,Simulation,Ubisoft,0.05,79,22,6.9,40
GBA,2002,Shooter,Konami Digital Entertainment,0.03,70,5,8,5
XB,2004,Shooter,Konami Digital Entertainment,0.1,69,25,7.4,5
PS,1998,Platform,ESP,0.05,69,8,7.5,4
PS2,2000,Shooter,Swing! Entertainment,0.07,72,12,7.5,4
Wii,2009,Simulation,Electronic Arts,0.31,58,13,2.1,35
DS,2009,Simulation,Electronic Arts,0.52,70,10,7.5,4
PC,1988,Simulation,Maxis,0.03,64,75,2.2,4572
PC,2013,Simulation,Electronic Arts,1.42,64,75,2.2,4572
GBA,2003,Simulation,Zoo Digital Publishing,0.11,62,9,7.8,11
PC,2003,Simulation,Electronic Arts,0.29,84,36,8.7,268
Wii,2008,Simulation,Electronic Arts,0.46,67,17,6.8,13
DS,2008,Simulation,Electronic Arts,0.34,69,16,7.3,8
DS,2007,Simulation,Electronic Arts,0.6,69,27,6.3,18
PC,2007,Simulation,Electronic Arts,0.02,63,27,4.3,95
WiiU,2012,Misc,Nintendo,0.27,60,21,5.4,18
PS3,2007,Misc,Sony Computer Entertainment,1.13,82,48,5.9,15
PS2,2005,Misc,Sony Computer Entertainment,1.3,78,22,8.3,6
PS3,2008,Misc,Sony Computer Entertainment,0.93,70,26,5.5,4
PS3,2010,Misc,Sony Computer Entertainment,0.52,65,21,3.9,8
PS2,2007,Misc,Sony Computer Entertainment,1.44,73,13,7.5,8
PS4,2014,Misc,Sony Computer Entertainment Europe,0.19,47,19,4.1,18
PC,2010,Shooter,Mastertronic,0.05,76,36,7.7,326
PC,2008,Strategy,Pinnacle,0.03,87,52,8.2,275
PS2,2003,Adventure,Sony Computer Entertainment,0.18,72,48,7.8,41
PS3,2008,Action,Sony Computer Entertainment,0.27,78,42,8.1,87
DS,2008,Misc,Brash Entertainment,0.18,34,4,7,4
Wii,2009,Misc,Ubisoft,0.4,43,7,7.1,7
PS3,2007,Sports,Electronic Arts,0.37,85,31,8.2,57
X360,2007,Sports,Electronic Arts,0.71,86,59,8.4,137
PS3,2009,Sports,Electronic Arts,0.84,84,50,7.8,53
X360,2009,Sports,Electronic Arts,1.09,84,70,8,72
PS3,2010,Sports,Electronic Arts,1.98,80,46,7.6,82
X360,2010,Sports,Electronic Arts,2.63,80,65,8,127
DS,2008,Sports,Electronic Arts,0.17,72,13,7.8,12
Wii,2008,Sports,Electronic Arts,0.58,70,37,8.4,25
DC,2000,Role-Playing,Sega,0.09,93,21,9.4,98
GC,2002,Role-Playing,Atari,0.22,84,31,9.2,95
PS2,2000,Simulation,Sony Computer Entertainment,0.32,79,18,8.4,9
3DS,2012,Action,Activision,0.14,59,9,5,13
PS3,2012,Action,Activision,1.06,77,21,6.3,18
X360,2012,Action,Activision,1.3,80,35,6.6,38
WiiU,2012,Action,Activision,0.37,80,8,6.9,22
Wii,2012,Action,Activision,2.52,78,8,7,20
PS4,2016,Platform,Activision,0.14,80,47,5.5,17
XOne,2016,Platform,Activision,0.1,78,14,6,8
PS4,2013,Platform,Activision,0.39,79,7,5.2,45
PS3,2013,Platform,Activision,1.02,83,31,5.3,33
X360,2013,Platform,Activision,1.32,83,37,5.7,45
WiiU,2013,Platform,Activision,0.58,89,7,6,96
3DS,2013,Platform,Activision,0.24,68,12,6.4,13
PS3,2011,Action,Activision,0.94,77,18,4.8,42
3DS,2011,Action,Activision,0.57,82,8,4.9,62
X360,2011,Action,Activision,0.97,78,35,5.2,53
Wii,2011,Action,Activision,2.78,81,11,5.6,31
PS4,2015,Action,Activision,0.31,81,51,3.3,29
XOne,2015,Action,Activision,0.24,76,15,5.5,17
WiiU,2015,Action,Activision,0.48,87,13,5.6,65
PS4,2014,Action,Activision,0.44,78,46,5.6,32
WiiU,2014,Action,Activision,0.7,86,4,7.1,18
PS2,2002,Racing,Electronic Arts,0.45,73,22,7.7,6
PS3,2012,Action,Square Enix,1.04,83,40,7.7,645
X360,2012,Action,Square Enix ,0.87,80,47,7.9,468
PC,2012,Action,Square Enix ,0.12,81,23,8.2,1209
PS2,2004,Platform,Sony Computer Entertainment,1.81,88,64,9,178
PS2,2005,Platform,Sony Computer Entertainment,0.83,83,59,8.8,130
PS2,2002,Platform,Sony Computer Entertainment,1.21,86,41,8.6,184
PSV,2013,Platform,Sony Computer Entertainment Europe,0.25,75,15,8.2,148
PS3,2013,Platform,Sony Computer Entertainment Europe,0.54,75,69,8.3,343
PSP,2005,Puzzle,Eidos Interactive,0.08,45,19,5.4,5
Wii,2007,Misc,Electronic Arts,1.43,65,26,7.6,10
PS2,2003,Racing,Metro 3D,0.11,67,15,9,5
PSP,2007,Sports,Namco Bandai Games,0.04,68,30,6.3,4
PS2,2002,Sports,Sony Computer Entertainment,0.17,73,15,7.4,10
PS2,2004,Sports,Sony Computer Entertainment,0.13,74,41,9.1,12
PS2,2000,Racing,Take-Two Interactive,1.56,79,21,6.8,18
GBA,2002,Racing,Rebellion,0.01,41,5,4.3,12
GC,2002,Misc,Take-Two Interactive,0.08,79,23,6.9,11
XB,2002,Puzzle,Microsoft Game Studios,0.1,28,13,4.6,8
PC,2005,Shooter,MC2 Entertainment,0.02,76,13,8,142
XB,2005,Shooter,Ubisoft,0.09,77,25,8.5,11
PS2,2005,Shooter,Ubisoft,0.19,76,21,8.9,36
XOne,2014,Shooter,505 Games,0.35,63,12,6.6,68
PS4,2014,Shooter,505 Games,0.68,67,41,7.1,178
X360,2012,Shooter,505 Games,0.84,67,37,6.8,131
PS3,2012,Shooter,505 Games,0.96,70,21,6.9,92
WiiU,2013,Shooter,505 Games,0.02,58,5,5.8,30
PC,2008,Shooter,City Interactive,0.49,36,7,3.6,16
PC,2010,Shooter,City Interactive,0.16,55,23,5.5,267
X360,2010,Shooter,City Interactive,1.16,45,39,5.8,89
PS3,2011,Shooter,City Interactive,0.79,53,17,6,34
X360,2013,Shooter,City Interactive,0.2,52,33,5.7,110
PC,2013,Shooter,City Interactive,0.08,52,24,5.8,320
PS3,2013,Shooter,City Interactive,0.33,52,15,6,82
Wii,2008,Misc,Ignition Entertainment,0.07,73,18,8,4
DS,2006,Strategy,Ignition Entertainment,0.1,48,19,4.8,6
PSP,2006,Adventure,Namco Bandai Games,0.05,76,7,7.8,4
PS2,2005,Shooter,Sony Computer Entertainment,1.69,82,59,8.8,64
PS3,2011,Shooter,Sony Computer Entertainment,0.89,67,64,6.3,121
PS2,2003,Shooter,Sony Computer Entertainment,2.94,87,42,9,93
PS2,2002,Shooter,Sony Computer Entertainment,3.65,82,42,7.9,82
PS3,2008,Shooter,Sony Computer Entertainment,1.25,63,64,6.9,223
PSP,2005,Shooter,Sony Computer Entertainment,1.12,82,44,8.6,63
PSP,2006,Shooter,Sony Computer Entertainment,1.05,81,31,9,36
PSP,2010,Shooter,Sony Computer Entertainment,0.44,74,51,8,20
PS2,2006,Shooter,Sony Computer Entertainment,2.04,72,38,9,34
DS,2010,Role-Playing,Nintendo,0.2,76,40,7.9,23
XB,2003,Shooter,Activision,0.23,61,26,6.5,13
PS2,2001,Shooter,Codemasters,0.56,59,14,6.8,17
PS3,2007,Shooter,Activision,0.15,50,14,5.4,13
X360,2007,Shooter,Activision,0.2,50,35,5.6,20
PC,2016,Action,Insomniac Games,0.03,73,12,6.3,15
XOne,2016,Action,Insomniac Games,0.06,66,12,6.9,20
PS4,2016,Action,Insomniac Games,0.08,69,41,7.3,30
GBA,2001,Platform,Sega,2.24,87,22,8.1,48
GBA,2002,Platform,Sega,1.8,83,23,8.3,46
GBA,2004,Platform,THQ,1.4,79,30,8.4,34
DC,2001,Platform,Sega,0.12,89,18,8.6,236
GC,2001,Platform,Sega,2.56,73,28,8.3,179
GC,2003,Platform,Sega,1.27,57,27,7.9,139
Wii,2009,Platform,Sega,1.09,54,51,6.9,198
Wii,2007,Platform,Sega,2.73,69,44,6.6,174
WiiU,2014,Action,Sega,0.31,32,28,3.6,587
3DS,2014,Action,Sega,0.29,47,21,6.3,160
DS,2008,Role-Playing,Sega,0.88,74,55,7.3,81
DS,2010,Platform,Sega,1.83,70,24,7.5,28
DS,2010,Platform,Sega,1.29,79,26,7.9,66
Wii,2010,Platform,Sega,1.68,78,58,8.5,301
X360,2010,Racing,Sega,1.09,47,52,2.1,98
3DS,2011,Platform,Sega,1.02,66,29,6.9,108
PS3,2011,Platform,Sega,1.58,76,38,8.2,253
PC,2011,Platform,Sega,0.11,77,11,8.3,337
X360,2011,Platform,Sega,1.38,77,49,8.3,340
XB,2003,Platform,Sega,0.9,73,28,7.6,34
GC,2003,Platform,Sega,1.6,72,49,7.8,125
PS2,2003,Platform,Sega,2.96,64,29,7.8,94
3DS,2013,Platform,Sega,0.49,59,34,6.5,144
WiiU,2013,Platform,Sega,0.39,63,64,7.3,461
GC,2002,Misc,Infogrames,2.05,75,26,8.8,41
XB,2004,Misc,Sega,0.91,75,20,7.9,12
PS2,2004,Misc,Sega,2.9,73,21,8.6,30
PS2,2006,Racing,Sega,0.5,55,41,7.2,25
GC,2006,Racing,Sega,0.92,59,32,8,46
XB,2006,Racing,Sega,0.13,56,33,8.1,7
Wii,2008,Racing,Sega,0.91,56,26,8.1,57
PS2,2008,Racing,Sega,0.18,56,16,8.3,27
PSP,2006,Racing,Sega,1.42,64,25,7.8,38
PSP,2007,Racing,Sega,1.48,60,24,7.8,35
DS,2005,Platform,Sega,3.12,82,43,8.5,101
DS,2007,Platform,Sega,1.15,78,32,8.2,66
PS3,2006,Platform,Sega,1.16,43,17,4.1,176
X360,2006,Platform,Sega,1.04,46,38,4.4,455
PS2,2008,Platform,Sega,0.76,66,5,6.7,49
Wii,2008,Platform,Sega,2.16,66,30,7.3,136
X360,2008,Platform,Sega,0.95,60,50,7.8,238
PS3,2008,Platform,Sega,1.02,54,24,7.9,130
X360,2009,Misc,Sega,1.41,79,45,8.5,40
PS3,2009,Misc,Sega,2.26,80,35,8.6,43
PS3,2012,Action,Sony Computer Entertainment,0.29,70,52,7.3,57
PSV,2013,Role-Playing,Rising Star Games,0.03,65,17,7.3,44
DS,2008,Puzzle,Eidos Interactive,0.08,78,33,8,22
PS2,2001,Action,Eidos Interactive,0.55,80,22,8.5,35
PSV,2013,Role-Playing,Sony Computer Entertainment,0.51,77,71,8.2,298
PSV,2014,Action,Sony Computer Entertainment,0.22,82,24,8.4,125
DC,1999,Fighting,Namco Bandai Games,0.34,98,24,8.8,200
PS2,2003,Fighting,Namco Bandai Games,2.06,92,41,8.8,120
XB,2003,Fighting,Namco Bandai Games,1,92,39,8.9,54
GC,2003,Fighting,Namco Bandai Games,1.5,93,45,9.1,135
PS2,2005,Fighting,Namco Bandai Games,1.07,86,57,8.4,96
PS3,2008,Fighting,Ubisoft,1.46,85,65,7.9,129
X360,2008,Fighting,Ubisoft,1.58,85,62,7.9,157
Wii,2007,Action,Namco Bandai Games,0.18,52,35,5.7,24
X360,2012,Fighting,Namco Bandai Games,0.58,77,56,6.2,124
PS3,2012,Fighting,Namco Bandai Games,0.75,81,53,6.7,150
PSP,2009,Fighting,Namco Bandai Games,0.51,80,52,6.2,45
X360,2014,Role-Playing,Ubisoft,0.92,82,33,8.4,363
PS3,2014,Role-Playing,Ubisoft,0.92,85,31,8.5,575
PC,2014,Role-Playing,Ubisoft,0.19,85,48,8.6,1739
PS2,2003,Misc,Agetec,0.08,79,16,8.6,10
GBA,2002,Misc,Atari,0.02,55,15,8,5
X360,2008,Platform,Brash Entertainment,0.11,57,7,5.3,12
PSP,2008,Shooter,Square Enix,0.09,84,29,6.8,13
DS,2008,Shooter,Square Enix,0.15,85,41,7.6,16
DS,2009,Shooter,Square Enix,0.19,82,38,7.1,8
DS,2005,Shooter,Rising Star Games,0.01,49,9,5.2,5
GC,2005,Action,Sega,0.07,73,24,8.3,15
PS2,2005,Action,Sega,0.22,74,33,8.4,65
XB,2005,Action,Sega,0.13,73,36,8.8,12
GC,2003,Action,Electronic Arts,0.07,61,19,7.2,9
PS2,2003,Action,Electronic Arts,0.44,56,33,7.4,21
XB,2003,Action,Electronic Arts,0.17,57,27,9.2,5
PS,2001,Shooter,TalonSoft,0.87,48,4,6.6,16
PS3,2012,Shooter,Take-Two Interactive,0.54,77,27,8,350
PC,2012,Shooter,Take-Two Interactive,0.23,76,16,8.2,1237
X360,2012,Shooter,Take-Two Interactive,0.42,76,59,8.2,319
XB,2005,Shooter,Hip Interactive,0.03,60,10,6.5,4
X360,2006,Role-Playing,Idea Factory,0.09,59,16,7.5,19
DS,2008,Role-Playing,Nobilis,0.09,46,8,7,5
PSP,2005,Role-Playing,Idea Factory,0.03,47,27,8.2,12
DS,2007,Role-Playing,Disney Interactive Studios,0.74,63,37,7.9,31
DS,2008,Role-Playing,Disney Interactive Studios,0.51,70,26,7.7,14
Wii,2009,Role-Playing,Disney Interactive Studios,0.19,71,22,8.4,16
PS2,2003,Racing,Acclaim Entertainment,0.09,61,13,7.8,6
XB,2003,Racing,Acclaim Entertainment,0.05,60,16,8.8,4
Wii,2009,Racing,Bethesda Softworks,0.07,37,14,3.8,11
GC,2003,Action,THQ,0.14,79,22,8.8,12
XB,2003,Action,THQ,0.12,79,21,9.1,11
PS,2000,Action,Activision,3.13,87,19,9,107
DS,2004,Action,Activision,0.49,61,46,5,6
GBA,2004,Action,Activision,1.06,65,12,7.7,6
XB,2004,Action,Activision,1.12,83,60,8.3,40
GC,2004,Action,Activision,0.84,80,41,8.8,30
PS2,2004,Action,Activision,3.41,80,50,8.9,106
PSP,2005,Action,Activision,0.7,67,43,6.9,8
PS,2001,Action,Activision,1.55,74,15,8.7,35
Wii,2007,Platform,Activision,0.47,53,39,5.3,29
DS,2007,Platform,Activision,0.47,79,21,6.5,17
PS2,2007,Platform,Activision,0.9,50,14,6.5,28
X360,2007,Platform,Activision,0.57,63,61,7,53
PS3,2007,Platform,Activision,0.67,60,33,7,40
PC,2007,Platform,Activision,0.02,62,16,7.1,29
PSP,2007,Platform,Activision,0.3,52,7,7.4,9
DS,2006,Platform,Activision,0.13,68,13,6.9,8
Wii,2011,Action,Activision,0.09,62,9,5.2,6
3DS,2011,Action,Activision,0.12,50,7,6.4,12
X360,2011,Action,Activision,0.25,57,50,6.8,33
PS3,2011,Action,Activision,0.22,58,43,7.2,29
PSP,2007,Action,Activision,0.18,58,7,4.4,9
PC,2007,Action,Activision,0.01,57,9,5.3,11
X360,2007,Action,Activision,0.29,60,51,6.3,26
Wii,2007,Action,Activision,0.14,59,29,8,6
PS2,2007,Action,Activision,0.37,62,15,8.3,19
GBA,2001,Action,Activision,0.61,84,8,8.7,11
DS,2010,Action,Activision,0.19,73,13,7,6
PS3,2010,Action,Activision,0.44,74,57,7.5,96
X360,2010,Action,Activision,0.36,76,68,7.6,96
Wii,2010,Action,Activision,0.24,75,13,7.7,15
GC,2002,Action,Activision,1.19,76,14,7.3,11
XB,2002,Action,Activision,1.4,79,29,7.5,11
PS2,2002,Action,Activision,4.48,76,25,7.9,41
PS2,2008,Action,Activision,0.21,69,4,4.1,16
Wii,2008,Action,Activision,0.25,63,20,6.9,13
DS,2008,Action,Activision,0.1,77,12,7.5,14
PC,2008,Action,Activision,0.02,52,11,7.8,57
PS3,2008,Action,Activision,0.26,67,44,7.9,34
X360,2008,Action,Activision,0.4,68,57,8.6,87
3DS,2012,Adventure,Nintendo,0.22,54,35,6.1,28
PS2,2001,Racing,Atari,0.7,84,22,8.2,11
PS2,2003,Racing,THQ,0.5,80,25,8.7,16
WiiU,2015,Shooter,Nintendo,4.43,81,88,8.5,1184
X360,2010,Action,Namco Bandai Games,0.18,62,51,7.6,60
PSP,2010,Racing,Disney Interactive Studios,0.11,63,16,6.7,15
X360,2010,Racing,Disney Interactive Studios,0.6,82,78,8.1,101
PC,2010,Racing,Disney Interactive Studios,0.04,79,18,8.2,116
Wii,2008,Action,THQ,0.53,47,5,5.4,10
GC,2003,Platform,THQ,0.95,71,10,8.6,34
XB,2003,Platform,THQ,0.57,70,8,8.9,17
PS2,2003,Platform,THQ,1.67,71,9,9,85
Wii,2006,Platform,THQ,0.49,57,16,5.6,7
DS,2006,Platform,THQ,0.49,56,7,7.3,4
GC,2006,Platform,THQ,0.33,74,5,7.7,12
GBA,2002,Platform,THQ,1.19,71,4,7.7,7
GC,2002,Platform,THQ,0.2,66,4,8.3,10
DS,2005,Action,THQ,0.34,67,5,7.6,10
PSP,2006,Action,THQ,0.92,48,9,6.4,13
3DS,2011,Misc,THQ,0.19,64,8,6,8
PC,2008,Strategy,Electronic Arts,1.17,84,75,5.3,1711
DS,2008,Simulation,Electronic Arts,1.06,65,20,6.5,21
Wii,2009,Simulation,Electronic Arts,0.4,61,23,7.1,36
DS,2009,Simulation,Electronic Arts,0.19,49,11,2.6,8
PS3,2010,Sports,Sony Computer Entertainment,3.84,76,64,7.9,104
Wii,2008,Action,Tecmo Koei,0.04,42,16,4.5,6
PS2,2001,Racing,Midway Games,1.67,84,28,7.8,13
PS2,2003,Racing,Midway Games,0.49,57,30,6.4,8
PS2,2006,Racing,Midway Games,0.02,51,21,6,6
GBA,2003,Platform,Disney Interactive Studios,0.33,62,4,7.7,6
XB,2005,Action,Global Star,0.11,53,34,8,8
Wii,2009,Action,Capcom,0.11,66,30,6.3,6
GBA,2002,Platform,Vivendi Games,1.58,76,18,7.6,13
GBA,2004,Action,Vivendi Games,0.57,60,25,7,12
PS2,2004,Platform,Vivendi Games,0.64,60,16,8,44
GC,2004,Platform,Vivendi Games,0.29,62,13,8.3,10
XB,2004,Platform,Vivendi Games,0.14,64,17,9.1,10
GBA,2003,Platform,Universal Interactive,0.3,72,13,7.5,15
PS2,2002,Platform,Universal Interactive,1.97,56,20,4.1,95
GC,2002,Platform,Universal Interactive,0.71,48,13,5.1,24
GBA,2001,Platform,Vivendi Games,2.23,74,16,8,13
DS,2005,Action,Vivendi Games,0.16,50,18,5.7,16
PS,2000,Platform,Sony Computer Entertainment,3.71,91,15,8.8,207
PS2,2000,Sports,Electronic Arts,1.66,93,35,8.3,33
X360,2012,Sports,Electronic Arts,0.7,82,65,6.4,186
PS3,2012,Sports,Electronic Arts,0.91,81,38,6.8,110
GC,2003,Sports,Electronic Arts,0.38,92,27,8.7,45
XB,2003,Sports,Electronic Arts,0.39,92,27,8.7,25
PS2,2003,Sports,Electronic Arts,1.67,93,41,9.1,125
Wii,2007,Sports,Electronic Arts,0.33,74,52,8.1,60
GC,2005,Sports,Electronic Arts,0.17,80,27,7.5,14
PS2,2005,Sports,Electronic Arts,0.52,80,41,7.9,26
XB,2005,Sports,Electronic Arts,0.14,81,35,8.1,10
PSP,2005,Sports,Electronic Arts,0.23,79,23,8.1,44
XB,2001,Sports,Electronic Arts,0.43,88,22,8.5,11
GC,2001,Sports,Electronic Arts,0.54,87,20,8.6,18
PS2,2001,Sports,Electronic Arts,1.73,92,33,8.9,71
PS2,2006,Misc,Myelin Media,0.07,63,23,5.3,7
XB,2003,Fighting,Metro 3D,0.02,26,8,3.7,6
3DS,2011,Shooter,Nintendo,0.94,81,65,8.2,231
GC,2002,Adventure,Nintendo,1.87,82,39,7.7,145
DS,2006,Shooter,Nintendo,0.53,76,56,7.3,56
GC,2005,Shooter,Nintendo,1.08,67,59,8.1,106
WiiU,2016,Shooter,Nintendo,0.36,69,82,7.4,662
PSP,2007,Role-Playing,Square Enix,0.64,74,32,7.4,28
PSP,2008,Role-Playing,Square Enix,0.34,75,37,7.1,26
X360,2009,Role-Playing,Square Enix,0.79,72,56,7.2,150
PS3,2010,Role-Playing,Square Enix,0.72,74,45,6.7,155
PS,1998,Role-Playing,Sony Computer Entertainment,1.1,80,13,8.5,44
PS2,2003,Role-Playing,Ubisoft,1.72,80,55,7.7,134
PC,2010,Role-Playing,Atari,0.02,66,34,6.2,694
Wii,2007,Strategy,Bethesda Softworks,0.12,49,18,4.9,11
PC,2006,Simulation,Ubisoft,0.02,56,25,4,35
XB,2004,Simulation,Global Star,0.04,41,21,4,10
PS2,2004,Simulation,Global Star,0.1,42,19,8.3,18
DS,2006,Strategy,Ubisoft,0.06,63,15,7,10
PSP,2006,Strategy,Ubisoft,0.03,64,15,7.9,10
PS2,2001,Shooter,Codemasters,0.15,52,12,6.4,5
DS,2009,Shooter,LucasArts,0.49,61,12,5,8
PSP,2009,Shooter,LucasArts,0.76,63,25,8,41
PSP,2007,Shooter,LucasArts,1.67,73,35,7.9,46
GBA,2002,Action,THQ,0.77,38,14,5,6
PS2,2005,Action,LucasArts,3.32,60,34,7.2,82
GBA,2005,Action,Ubisoft,0.72,73,13,7.5,12
DS,2005,Action,Ubisoft,0.3,73,22,7.8,19
XB,2005,Action,Activision,1.24,61,44,8.1,54
GC,2002,Shooter,Activision,0.23,75,17,7.8,19
PC,2003,Shooter,Activision,0.03,81,34,8.6,293
XB,2003,Shooter,Activision,0.45,76,30,8.7,30
XB,2004,Role-Playing,Activision,1.37,86,67,8.6,140
PS2,2002,Racing,LucasArts,0.31,73,34,8.5,11
GC,2001,Simulation,LucasArts,1.9,90,45,8.6,80
GC,2003,Simulation,LucasArts,0.8,75,36,7.6,50
DS,2008,Action,LucasArts,0.78,68,10,7.8,32
Wii,2008,Action,LucasArts,1.65,56,24,6.7,18
PC,2009,Action,LucasArts,0.03,46,9,4.7,46
PS3,2009,Action,LucasArts,0.43,43,22,5.3,16
X360,2009,Action,LucasArts,0.39,43,37,6.3,19
Wii,2009,Action,LucasArts,0.79,48,10,6.4,5
PC,2004,Shooter,LucasArts,0.21,72,19,3.5,1509
PS2,2004,Shooter,LucasArts,3.61,82,36,8.7,142
XB,2004,Shooter,Activision,1.75,80,55,9.1,57
PSP,2005,Shooter,LucasArts,1.21,69,22,8.5,111
PC,2005,Shooter,LucasArts,0.17,78,23,8.8,431
XB,2005,Shooter,Activision,1.67,83,40,8.9,106
PS2,2005,Shooter,LucasArts,3.59,84,30,9,268
GC,2002,Shooter,LucasArts,0.26,67,20,7.6,16
PS2,2002,Shooter,LucasArts,1.09,65,32,8.3,33
PS,2000,Racing,Activision,0.46,63,11,6.5,6
PC,2006,Strategy,LucasArts,0.08,79,45,8.4,240
PC,2006,Strategy,LucasArts,0.02,75,25,8.6,79
GBA,2003,Action,THQ,0.35,39,13,5.8,11
XB,2002,Simulation,Activision,0.44,78,22,5.2,5
PS2,2002,Simulation,Activision,0.5,81,22,8.3,8
PC,2003,Role-Playing,LucasArts,0.14,93,33,9,1497
XB,2003,Role-Playing,Activision,2.19,94,72,9.2,317
PSP,2006,Action,Ubisoft,0.13,61,31,7,7
XB,2001,Action,Activision,0.7,58,28,5.9,14
PC,2005,Shooter,LucasArts,0.05,78,34,8.7,279
XB,2005,Shooter,Activision,0.67,78,54,8.9,89
PS2,2001,Simulation,Activision,1.76,84,25,8,21
PS2,2001,Racing,LucasArts,0.16,71,21,4.9,8
DS,2008,Action,LucasArts,0.88,61,8,5.5,18
PS3,2008,Action,LucasArts,2.21,71,47,6.6,233
X360,2008,Action,LucasArts,2.77,73,74,6.7,389
PS2,2008,Action,LucasArts,1.25,68,7,7.4,33
Wii,2008,Action,LucasArts,1.86,71,18,7.9,75
PSP,2008,Action,LucasArts,1.08,70,10,8.1,49
DS,2010,Action,LucasArts,0.21,43,5,4,5
X360,2010,Action,LucasArts,1.43,61,59,5.7,180
PC,2010,Action,LucasArts,0.03,59,14,5.8,162
PS3,2010,Action,LucasArts,1.5,63,41,6.8,121
Wii,2010,Action,LucasArts,0.76,71,10,7.8,31
PC,2011,Role-Playing,Electronic Arts,2.96,85,73,5.9,2748
PC,1998,Strategy,Activision,0.05,88,15,9.1,813
PC,2013,Strategy,Activision,1.67,86,68,7.9,1346
PC,2015,Strategy,Activision,0.53,88,62,8.3,833
PC,2010,Strategy,Activision,4.84,93,82,8.2,3052
PS3,2012,Action,Sony Computer Entertainment,0.29,77,71,7.8,188
PC,2005,Shooter,Empire Interactive,0.02,46,18,6.1,29
PS2,2002,Action,Take-Two Interactive,1.76,71,34,5.7,33
XB,2003,Action,Take-Two Interactive,0.17,67,21,6.3,11
PS2,2006,Shooter,SouthPeak Games,0.08,44,36,5.8,15
PS2,2005,Role-Playing,505 Games,0.04,74,35,8.2,17
PSP,2008,Fighting,Irem Software Engineering,0.06,54,14,6.3,8
XB,2002,Simulation,Microsoft Game Studios,0.1,83,20,8.5,20
X360,2012,Misc,Capcom,0.13,38,58,2.4,92
XB,2004,Simulation,Capcom,0.02,70,19,8,8
3DS,2011,Action,Nintendo,0.49,58,55,6.3,29
PS3,2012,Adventure,PQube,0.06,83,8,8.7,51
PSV,2013,Adventure,PQube,0.1,83,16,9.2,87
PS4,2015,Adventure,PQube,0.05,81,17,8.3,29
PSV,2015,Adventure,PQube,0.09,86,7,9.3,20
PS2,2004,Strategy,505 Games,0.08,75,31,8,9
3DS,2015,Role-Playing,Atlus,0.24,79,32,8.7,82
PC,2016,Strategy,Paradox Interactive,0.04,78,57,8,569
XB,2005,Adventure,Microids,0.07,70,29,8.2,5
PC,2009,Adventure,Rondomedia,0.02,67,15,5.7,54
X360,2009,Sports,Zushi Games,0.21,68,34,8.6,19
X360,2009,Sports,Namco Bandai Games,0.04,72,21,7.7,16
PS2,2005,Action,Hip Interactive,0.04,51,16,7.4,16
PC,2011,Strategy,Unknown,0.01,60,12,7.2,13
PC,2009,Strategy,Sega,0.02,42,15,4.9,22
PS3,2009,Strategy,Sega,0.17,51,28,5.3,20
X360,2009,Strategy,Sega,0.15,48,36,6.8,17
3DS,2014,Simulation,Nintendo,0.42,76,39,8.2,54
PSV,2015,Role-Playing,Nippon Ichi Software,0.04,71,24,8,30
X360,2007,Shooter,Midway Games,0.82,77,59,7.6,91
PS3,2007,Shooter,Midway Games,0.3,77,22,7.9,48
PS,1998,Fighting,Virgin Interactive,1.03,93,12,8.5,46
GBA,2002,Fighting,Capcom,0.15,83,17,7.8,10
PSP,2006,Fighting,Capcom,0.33,80,35,8,27
